,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2677,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.4,206.6
8485,1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2755.35
8814,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,75.6
2594,0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2
6308,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,79.15
1029,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,92.1,729.95
136,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5
8505,0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3
7281,1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,94.7,673.1
2854,1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,88.55,6306.5
4409,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45
1200,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85
4717,1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,62.05,62.05
9825,0,0,0,0,15,1,2,0,2,0,0,0,0,0,0,1,3,55.7,899.8
7074,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,50.65,151.3
566,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75
7784,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,2254.2
5933,0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,442.2
5430,1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25
5868,0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,5785.5
3927,0,0,0,1,10,0,1,0,2,2,0,2,0,0,1,0,3,40.25,411.45
8278,0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85
8131,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,0,2,85.55,851.75
6070,0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,1373.0
7051,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,19.3,28.3
8256,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,242.0
7013,1,0,1,0,44,1,2,1,2,0,2,0,0,0,0,1,1,84.8,3626.35
9203,0,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,100.5,514.0
8544,1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,103.75,6383.35
2330,1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,274.35
3515,0,0,1,1,57,1,0,0,2,2,0,0,0,0,1,0,2,53.45,3053.0
2187,1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4824.45
195,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65
10120,1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,101.45
7893,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9
5059,0,0,1,1,30,1,0,0,2,0,0,2,0,2,0,0,0,66.3,1923.5
802,1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,85.35,489.45
5715,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.35,71.35
6825,1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2,519.15
241,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3
2068,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,283.75
9049,0,1,0,0,25,1,2,1,2,2,0,0,2,2,0,1,3,102.8,2660.2
9027,0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,4323.45
644,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65
9677,1,0,1,1,7,1,0,1,0,2,0,2,2,0,0,1,2,89.75,608.8
5103,1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3
5460,1,0,0,0,33,1,0,1,0,2,2,0,0,0,0,1,1,79.0,2576.8
1637,0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05
120,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45
5873,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,263.65
2981,0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3842.6
5069,0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,0,3,19.85,144.15
3074,0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,261.25
9219,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15
3278,0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,1442.65
2135,0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15,2745.7
9175,1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,1130.85
4970,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1
6646,0,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,24.2,1618.2
134,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25
4351,1,0,1,1,13,1,0,0,0,0,0,0,2,2,1,1,2,64.75,877.35
5324,0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8
9956,0,1,0,0,20,1,2,1,0,0,0,0,0,2,0,1,1,85.8,1727.5
6605,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1301.1
2559,1,0,0,0,18,1,2,0,0,0,2,2,2,2,1,1,1,82.0,1425.45
62,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0
1358,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,6474.4
9672,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,44.15
6904,0,0,1,0,72,1,2,1,0,0,2,0,2,2,2,1,2,97.85,6841.3
6249,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.9,45.75
2467,1,0,1,0,67,1,2,0,2,2,2,2,0,0,2,0,1,70.9,4677.1
679,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,80.0
7289,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,830.85
741,1,0,0,0,10,1,2,1,2,0,0,0,2,2,0,0,2,98.55,1008.55
5307,1,0,1,1,49,1,2,1,0,2,2,0,2,0,1,1,2,93.65,4520.15
7234,1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,95.0
3641,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,572.85
444,0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2937.65
10282,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281.0
3258,0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,85.8,4433.3
4663,0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,100.25,2387.75
1873,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,67.1
6890,0,0,0,0,30,1,2,0,0,2,2,0,2,0,1,1,1,68.95,2038.7
2596,0,0,1,1,72,1,2,1,0,2,2,2,0,2,2,1,0,98.65,7129.45
1717,0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5
2912,1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.95,1303.25
2843,1,0,1,1,24,1,0,0,2,0,2,0,0,0,1,1,1,56.25,1454.25
4027,1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,44.65,369.15
5488,1,0,1,1,49,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2541.25
9455,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,7482.1
4485,0,0,0,1,18,1,2,2,1,1,1,1,1,1,2,0,1,25.3,454.65
2556,0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,7061.65
489,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25
493,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4
690,1,0,1,1,31,1,2,0,2,2,0,2,0,2,1,1,0,75.25,2344.5
6914,1,0,1,0,15,1,0,2,1,1,1,1,1,1,1,0,3,18.8,294.95
3821,0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1319.95
602,1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4903.2
1911,0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3862.55
1014,0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,1,0,24.4,1601.2
6678,0,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,0,20.3,224.5
1993,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1
7541,0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,95.05
3757,1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,307.4
2366,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,25.7,25.7
5283,1,0,0,0,46,0,1,0,0,0,2,2,0,0,1,0,1,33.7,1537.85
4370,0,0,1,0,22,1,0,1,0,0,0,0,2,0,0,1,1,80.0,1706.45
7381,0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35
10280,0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,1,1,40.1,293.3
1361,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,813.85
6613,1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,118.3
1526,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55
1327,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,25.15
6521,1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9
8022,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.75,75.75
1551,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,91.7
6727,0,0,1,0,63,1,2,1,0,2,2,2,2,2,2,1,0,109.25,6841.4
10003,1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.35,126.05
1337,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,141.6
3901,0,1,1,0,60,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6925.9
3010,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,1,2,86.75,5186.0
5041,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2
9113,1,0,1,1,55,1,0,0,2,2,0,2,0,0,2,0,0,57.55,3046.4
2250,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,51.2,51.2
7011,1,0,0,0,72,1,2,1,0,2,2,0,2,2,1,1,2,104.95,7544.3
5039,1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85
2346,0,0,0,0,49,1,0,0,2,2,2,2,0,0,2,0,0,67.4,3306.85
9582,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,431.0
5485,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,84.95,668.4
2784,0,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,1,88.95,2072.75
5694,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1809.35
5119,1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,118.35,7804.15
8089,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2
5555,1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1
5599,0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05
9833,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6
150,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35
2804,1,1,0,0,37,0,1,0,0,2,2,0,0,0,0,0,2,36.65,1315.0
8579,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95
2086,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,970.85
3751,0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75
5612,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.75,229.5
2259,1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,114.95,7711.25
4017,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,25.05,189.95
6774,1,0,0,0,61,1,2,1,2,0,2,2,2,2,2,1,1,111.6,6876.05
6496,1,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,0,59.8,3457.45
2424,1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,4903.15
4138,0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,842.25
3856,1,0,1,0,17,1,2,1,0,2,2,0,2,2,0,1,2,102.55,1742.5
859,1,0,1,1,64,1,2,1,2,0,2,0,0,2,2,0,0,93.4,5822.3
5367,1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,0,3,23.75,424.5
8614,1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,1152.7
8488,0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95
8413,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5
8843,1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0
4739,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6,754.0
8874,1,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.85,1008.7
4462,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,44.65,322.5
5528,1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,8016.6
1364,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,2033.85
1779,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,77.5
9953,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8
4785,1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,99.25,4920.8
6798,1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.95,308.7
1818,1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,1424.5
369,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,8126.65
4937,1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,400.0
2704,1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,2215.4
5285,0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,5566.4
175,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2
8013,0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,5510.65
2093,1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,90.75,174.75
8775,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,7133.25
3491,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.3,153.8
1920,0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,4194.85
82,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9
816,1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1
8882,1,1,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.9,260.9
8994,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,70.0,70.0
4396,1,0,0,0,24,1,0,1,0,2,2,0,0,2,0,1,2,89.55,2187.15
7259,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1
5568,1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,19.1,1007.8
283,0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75
8064,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44.35,44.35
4120,1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1424.2
8012,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9
609,1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95
2915,0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4
1813,1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,4453.3
1271,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,3112.05
6349,0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,80.45,5886.85
9909,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2934.3
2994,1,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.6,414.95
7619,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,1308.4
9643,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,20.3
6104,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1570.7
7880,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,112.3
2642,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.0,40.9
7032,0,0,0,0,54,1,2,1,0,2,2,2,2,2,0,0,2,111.1,6014.85
4508,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,87.55,6463.15
2305,1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,63.7,4464.8
7243,0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,99.0,287.4
6720,1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,332.65
4195,1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,189.45
5562,1,0,1,0,61,1,2,0,0,2,2,0,2,2,1,1,2,79.8,4914.8
4840,0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,3,93.9,486.85
4655,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,321.75
8438,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95
4168,1,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,3,20.4,1226.45
3849,1,0,1,0,61,1,2,1,0,2,2,2,2,2,0,1,2,114.1,7132.15
10167,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.4,70.4
8671,0,1,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,73.9,2217.15
5253,0,0,0,0,59,1,2,0,2,0,0,2,0,2,1,0,0,68.7,4070.95
9883,0,1,1,0,51,1,2,1,2,0,0,0,0,0,0,1,2,77.5,3807.35
5533,0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,5883.85
2414,0,0,0,0,11,1,0,0,0,0,2,2,0,0,1,0,0,53.8,651.55
3554,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,278.4
4691,0,0,1,0,49,1,2,1,2,2,2,2,0,2,2,0,1,106.65,5174.35
4498,1,1,1,0,72,1,2,0,0,2,2,2,2,0,2,0,1,77.35,5396.25
2195,0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,1045.25
5045,0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95,1267.95
2600,0,0,0,0,13,1,0,2,1,1,1,1,1,1,2,1,3,20.4,261.3
6163,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,659.65
1518,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4
4764,0,0,1,1,69,1,0,0,0,2,2,2,0,0,1,0,0,59.1,4134.7
4314,0,1,0,0,14,1,2,1,0,0,2,0,0,0,0,1,0,80.35,1058.1
3366,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95
6058,1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,264.8
6503,1,0,0,0,11,1,0,0,0,2,2,2,0,0,0,1,2,60.9,688.5
7061,0,0,1,1,14,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35
2633,1,0,0,0,52,1,0,1,0,2,2,2,2,2,1,1,0,105.0,5426.85
7845,0,1,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,73.9,2217.15
5633,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19.5,403.15
8463,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1612.75
5922,1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98.0,1237.85
9076,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85
2434,1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,329.75
8546,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.0,522.95
7250,0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,48.8,1054.6
7463,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65
7092,1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7
6064,0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1595.5
4520,0,0,0,0,44,1,0,1,0,2,2,0,2,0,0,1,1,88.15,3973.2
5587,0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1698.55
3545,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6
6394,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.6,8337.45
6422,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.15,343.45
9443,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,85.45
5531,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55
5444,1,0,1,0,60,1,0,0,2,2,0,2,0,0,2,1,3,61.35,3766.2
517,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35
10065,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,6287.25
6160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,44.9
7362,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2564.3
9377,1,0,0,0,24,1,2,0,2,0,0,0,0,0,0,1,0,55.65,1400.55
8353,0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35
1415,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75
4664,1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,3,44.0,659.35
4456,1,0,0,0,12,1,0,1,2,0,2,0,0,0,0,0,0,81.7,858.6
2761,0,0,1,0,64,1,2,1,2,2,2,2,2,2,1,1,2,115.0,7396.15
5911,0,1,0,0,26,1,0,1,0,0,0,0,0,2,0,1,2,78.8,2006.1
4855,1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1123.15
9148,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71.0,672.55
127,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95
3474,1,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1433.8
8350,0,0,1,0,5,1,0,1,2,0,2,0,0,2,0,1,3,88.9,454.15
4310,0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,1,20.55,57.4
2438,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25
3765,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05
7653,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.05,231.8
9285,0,0,1,1,34,1,2,1,0,0,2,0,2,0,0,0,2,87.45,2874.15
9702,0,0,0,0,15,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1582.75
6666,0,0,1,1,41,1,2,1,2,2,0,0,2,0,0,1,0,94.3,3893.6
10088,0,0,1,1,67,1,2,1,2,0,0,2,0,2,1,1,1,94.35,6341.45
1473,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,4346.4
4821,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.0,524.35
7415,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75
3560,0,0,0,1,53,1,2,0,0,2,2,2,2,2,1,1,2,84.6,4449.75
3951,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,1284.2
49,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1
5437,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65
10218,0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7
887,0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35
6043,0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,3126.45
2616,1,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,79.1,5564.85
516,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,302.6
3168,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,307.0
2949,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,75.45,480.75
1424,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25
139,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45
1924,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,81.05
2378,1,0,1,1,21,0,1,0,0,0,0,0,0,0,0,1,2,26.05,565.75
3197,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,55.25
5131,1,0,1,1,50,1,2,2,1,1,1,1,1,1,2,0,3,24.95,1261.45
112,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1
4559,1,0,0,0,34,1,2,1,0,2,0,2,2,2,0,1,2,105.35,3540.65
4595,1,0,1,0,3,0,1,0,2,0,0,2,0,0,0,0,3,35.1,101.1
7819,1,0,0,0,28,1,2,1,2,2,0,0,0,2,0,1,1,94.5,2659.4
3250,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85
4690,0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,5265.1
7933,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25
3697,1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25
4546,1,0,0,0,20,1,0,1,2,2,2,2,2,2,0,1,0,108.2,2203.7
8555,0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,1174.35
3277,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,6157.6
